Stn Lat Lon Pr T S O2
103 -61 80.003 670 1.8962 34.737 173.51
103 -61 80.003 674 1.8953 34.737 173.66
103 -61 80.003 678 1.896 34.738 173.75
103 -61 80.003 682 1.8932 34.739 173.99
103 -61 80.003 686 1.8921 34.739 174.22
103 -61 80.003 690 1.8871 34.74 174.45
103 -61 80.003 694 1.884 34.741 174.62
103 -61 80.003 698 1.8837 34.741 174.79
103 -61 80.003 702 1.883 34.741 174.88
103 -61 80.003 706 1.8824 34.741 174.93
103 -61 80.003 710 1.8795 34.742 175.12
103 -61 80.003 714 1.8797 34.742 175.19
103 -61 80.003 718 1.8792 34.742 175.28
103 -61 80.003 722 1.8779 34.742 175.33
103 -61 80.003 726 1.8759 34.742 175.32
103 -61 80.003 730 1.8757 34.742 175.33
103 -61 80.003 734 1.8725 34.742 175.46
103 -61 80.003 738 1.8689 34.743 175.55
103 -61 80.003 742 1.8653 34.743 175.7
103 -61 80.003 746 1.8632 34.743 175.83
103 -61 80.003 750 1.8569 34.743 175.82
103 -61 80.003 754 1.8495 34.743 175.91
103 -61 80.003 758 1.8464 34.743 175.96
103 -61 80.003 762 1.8457 34.743 176.03
103 -61 80.003 766 1.8383 34.744 176.22
103 -61 80.003 770 1.8358 34.745 176.4
103 -61 80.003 774 1.8299 34.745 176.71
103 -61 80.003 778 1.8244 34.745 176.91
103 -61 80.003 782 1.8192 34.746 177.01
103 -61 80.003 786 1.8125 34.745 177.05
103 -61 80.003 790 1.8056 34.746 177.08
103 -61 80.003 794 1.7977 34.745 177.16
103 -61 80.003 798 1.7955 34.745 177.37
103 -61 80.003 802 1.794 34.746 177.45
103 -61 80.003 806 1.7936 34.746 177.54
103 -61 80.003 810 1.7939 34.746 177.53
103 -61 80.003 814 1.7937 34.746 177.45
103 -61 80.003 818 1.7902 34.746 177.52
103 -61 80.003 822 1.79 34.746 177.61
103 -61 80.003 826 1.7836 34.747 177.71
103 -61 80.003 830 1.7828 34.747 177.88
103 -61 80.003 834 1.7795 34.747 178.07
103 -61 80.003 838 1.7793 34.747 178.16
103 -61 80.003 842 1.7763 34.748 178.32
103 -61 80.003 846 1.775 34.748 178.45
103 -61 80.003 850 1.7723 34.748 178.65
103 -61 80.003 854 1.7681 34.749 178.83
103 -61 80.003 858 1.7677 34.749 179.06
103 -61 80.003 862 1.7646 34.749 179.2
103 -61 80.003 866 1.7619 34.749 179.38
103 -61 80.003 870 1.7587 34.749 179.48
103 -61 80.003 874 1.7559 34.75 179.6
103 -61 80.003 878 1.7531 34.75 179.74
103 -61 80.003 882 1.7491 34.75 179.82
103 -61 80.003 886 1.7433 34.75 179.96
103 -61 80.003 890 1.7422 34.75 180
103 -61 80.003 894 1.7411 34.75 180.1
103 -61 80.003 898 1.7389 34.75 180.19
103 -61 80.003 902 1.733 34.75 180.3
103 -61 80.003 906 1.7274 34.75 180.33
103 -61 80.003 910 1.7219 34.75 180.53
103 -61 80.003 914 1.7191 34.75 180.62
103 -61 80.003 918 1.7118 34.75 180.79
103 -61 80.003 922 1.7078 34.75 180.95
103 -61 80.003 926 1.7038 34.751 180.99
103 -61 80.003 930 1.6971 34.751 181.22
103 -61 80.003 934 1.6946 34.751 181.23
103 -61 80.003 938 1.6919 34.751 181.29
103 -61 80.003 942 1.6912 34.751 181.32
103 -61 80.003 946 1.6847 34.751 181.45
103 -61 80.003 950 1.6803 34.751 181.53
103 -61 80.003 954 1.6783 34.751 181.66
103 -61 80.003 958 1.6757 34.751 181.65
103 -61 80.003 962 1.6681 34.751 181.77
103 -61 80.003 966 1.6648 34.751 181.83
103 -61 80.003 970 1.6603 34.751 181.93
103 -61 80.003 974 1.6573 34.751 182
103 -61 80.003 978 1.656 34.751 182.09
103 -61 80.003 982 1.6526 34.751 182.12
103 -61 80.003 986 1.6495 34.751 182.24
103 -61 80.003 990 1.6465 34.751 182.25
103 -61 80.003 994 1.6455 34.751 182.35
103 -61 80.003 998 1.6408 34.751 182.39
103 -61 80.003 1002 1.6372 34.751 182.47
103 -61 80.003 1006 1.6321 34.751 182.49
103 -61 80.003 1010 1.6234 34.75 182.42
103 -61 80.003 1014 1.6175 34.75 182.19
103 -61 80.003 1018 1.6108 34.749 182.11
103 -61 80.003 1022 1.6095 34.75 182.19
103 -61 80.003 1026 1.6009 34.749 182.18
103 -61 80.003 1030 1.5945 34.749 182.08
103 -61 80.003 1034 1.5906 34.749 182.09
103 -61 80.003 1038 1.5862 34.749 181.97
103 -61 80.003 1042 1.5813 34.749 182.02
103 -61 80.003 1046 1.5777 34.748 182.05
103 -61 80.003 1050 1.5708 34.749 182.24
103 -61 80.003 1054 1.5698 34.749 182.28
103 -61 80.003 1058 1.5664 34.749 182.41
103 -61 80.003 1062 1.5639 34.749 182.39
103 -61 80.003 1066 1.5619 34.749 182.51
103 -61 80.003 1070 1.5539 34.748 182.59
103 -61 80.003 1074 1.5498 34.748 182.63
103 -61 80.003 1078 1.5444 34.748 182.64
103 -61 80.003 1082 1.5443 34.749 182.97
103 -61 80.003 1086 1.5472 34.749 183.29
103 -61 80.003 1090 1.5461 34.75 183.72
103 -61 80.003 1094 1.5419 34.749 183.96
103 -61 80.003 1098 1.5397 34.75 184.05
103 -61 80.003 1102 1.5399 34.749 184.11
103 -61 80.003 1106 1.5355 34.749 184.15
103 -61 80.003 1110 1.5334 34.749 184.18
103 -61 80.003 1114 1.53 34.749 184.25
103 -61 80.003 1118 1.5241 34.749 184.34
103 -61 80.003 1122 1.5209 34.749 184.36
103 -61 80.003 1126 1.5196 34.749 184.43
103 -61 80.003 1130 1.5185 34.749 184.43
103 -61 80.003 1134 1.5161 34.749 184.48
103 -61 80.003 1138 1.513 34.749 184.48
103 -61 80.003 1142 1.5105 34.749 184.48
103 -61 80.003 1146 1.5086 34.749 184.44
103 -61 80.003 1150 1.507 34.749 184.5
103 -61 80.003 1154 1.4974 34.748 184.37
103 -61 80.003 1158 1.4956 34.748 184.41
103 -61 80.003 1162 1.4965 34.748 184.2
103 -61 80.003 1166 1.4832 34.747 184.27
103 -61 80.003 1170 1.4799 34.747 184.37
103 -61 80.003 1174 1.4653 34.746 184.22
103 -61 80.003 1178 1.4636 34.746 184.09
103 -61 80.003 1182 1.4588 34.746 183.96
103 -61 80.003 1186 1.4546 34.746 184.05
103 -61 80.003 1190 1.4496 34.746 184.08
103 -61 80.003 1194 1.4475 34.746 184.23
103 -61 80.003 1198 1.4427 34.746 184.28
103 -61 80.003 1202 1.4398 34.746 184.35
103 -61 80.003 1206 1.4336 34.745 184.29
103 -61 80.003 1210 1.4286 34.745 184.35
103 -61 80.003 1214 1.4243 34.745 184.32
103 -61 80.003 1218 1.4192 34.745 184.4
103 -61 80.003 1222 1.4152 34.744 184.43
103 -61 80.003 1226 1.4088 34.744 184.45
103 -61 80.003 1230 1.4075 34.744 184.56
103 -61 80.003 1234 1.403 34.744 184.56
103 -61 80.003 1238 1.4003 34.744 184.65
103 -61 80.003 1242 1.3942 34.744 184.79
103 -61 80.003 1246 1.3931 34.744 184.87
103 -61 80.003 1250 1.3927 34.744 185.01
103 -61 80.003 1254 1.3916 34.744 185.02
103 -61 80.003 1258 1.3897 34.744 185.13
103 -61 80.003 1262 1.3859 34.744 185.14
103 -61 80.003 1266 1.38 34.743 185.14
103 -61 80.003 1270 1.3786 34.743 185.05
103 -61 80.003 1274 1.3714 34.743 185.01
103 -61 80.003 1278 1.3683 34.742 185
103 -61 80.003 1282 1.3636 34.742 185.05
103 -61 80.003 1286 1.3599 34.742 185.07
103 -61 80.003 1290 1.3598 34.742 185.26
103 -61 80.003 1294 1.3508 34.742 185.33
103 -61 80.003 1298 1.346 34.742 185.42
103 -61 80.003 1302 1.3446 34.742 185.36
103 -61 80.003 1306 1.3421 34.742 185.37
103 -61 80.003 1310 1.3402 34.741 185.34
103 -61 80.003 1314 1.3391 34.741 185.37
103 -61 80.003 1318 1.3364 34.741 185.33
103 -61 80.003 1322 1.3315 34.741 185.36
103 -61 80.003 1326 1.3202 34.74 185.27
103 -61 80.003 1330 1.317 34.74 185.18
103 -61 80.003 1334 1.3151 34.74 185.24
103 -61 80.003 1338 1.3086 34.739 185.25
103 -61 80.003 1342 1.3079 34.739 185.21
103 -61 80.003 1346 1.3074 34.739 185.24
103 -61 80.003 1350 1.304 34.739 185.19
103 -61 80.003 1354 1.3016 34.739 185.23
103 -61 80.003 1358 1.2948 34.739 185.15
103 -61 80.003 1362 1.2835 34.738 185.21
103 -61 80.003 1366 1.2798 34.738 185.1
103 -61 80.003 1370 1.2775 34.738 185.1
103 -61 80.003 1374 1.272 34.737 185.06
103 -61 80.003 1378 1.2693 34.737 184.97
103 -61 80.003 1382 1.268 34.737 184.91
103 -61 80.003 1386 1.2655 34.737 184.83
103 -61 80.003 1390 1.2629 34.737 184.9
103 -61 80.003 1394 1.2606 34.737 184.82
103 -61 80.003 1398 1.2597 34.737 184.79
103 -61 80.003 1402 1.2543 34.736 184.82
103 -61 80.003 1406 1.2528 34.736 184.81
103 -61 80.003 1410 1.2486 34.736 184.76
103 -61 80.003 1414 1.2436 34.736 184.82
103 -61 80.003 1418 1.2427 34.736 184.83
103 -61 80.003 1422 1.2399 34.736 184.82
103 -61 80.003 1426 1.2378 34.736 184.86
103 -61 80.003 1430 1.2326 34.735 184.88
103 -61 80.003 1434 1.2316 34.735 184.84
103 -61 80.003 1438 1.2288 34.735 184.88
103 -61 80.003 1442 1.2251 34.735 184.9
103 -61 80.003 1446 1.2231 34.735 184.9
103 -61 80.003 1450 1.2196 34.735 184.96
103 -61 80.003 1454 1.2141 34.734 184.95
103 -61 80.003 1458 1.2082 34.734 184.93
103 -61 80.003 1462 1.2045 34.734 184.97
103 -61 80.003 1466 1.2003 34.734 185.02
103 -61 80.003 1470 1.1982 34.734 185.11
103 -61 80.003 1474 1.1968 34.734 185.1
103 -61 80.003 1478 1.1937 34.733 185.07
103 -61 80.003 1482 1.1879 34.733 185.14
103 -61 80.003 1486 1.1851 34.733 185.21
103 -61 80.003 1490 1.1841 34.733 185.27
103 -61 80.003 1494 1.1819 34.733 185.37
103 -61 80.003 1498 1.1782 34.733 185.33
103 -61 80.003 1502 1.1757 34.732 185.39
103 -61 80.003 1506 1.1719 34.733 185.45
103 -61 80.003 1510 1.1682 34.732 185.42
103 -61 80.003 1514 1.1646 34.732 185.47
103 -61 80.003 1518 1.1608 34.732 185.46
103 -61 80.003 1522 1.1575 34.731 185.49
103 -61 80.003 1526 1.1548 34.731 185.58
103 -61 80.003 1530 1.1521 34.731 185.45
103 -61 80.003 1534 1.1478 34.731 185.5
103 -61 80.003 1538 1.1443 34.731 185.58
103 -61 80.003 1542 1.1399 34.73 185.58
103 -61 80.003 1546 1.138 34.73 185.6
103 -61 80.003 1550 1.135 34.73 185.73
103 -61 80.003 1554 1.1311 34.73 185.82
103 -61 80.003 1558 1.1248 34.73 185.96
103 -61 80.003 1562 1.1229 34.73 186
103 -61 80.003 1566 1.1213 34.73 186.11
103 -61 80.003 1570 1.1176 34.73 186.18
103 -61 80.003 1574 1.1143 34.729 186.36
103 -61 80.003 1578 1.1143 34.729 186.41
103 -61 80.003 1582 1.1136 34.729 186.55
103 -61 80.003 1586 1.1128 34.729 186.59
103 -61 80.003 1590 1.1083 34.729 186.67
103 -61 80.003 1594 1.1021 34.729 186.87
103 -61 80.003 1598 1.1012 34.729 187.05
103 -61 80.003 1602 1.0987 34.729 187.17
103 -61 80.003 1606 1.0964 34.729 187.35
103 -61 80.003 1610 1.0925 34.728 187.5
103 -61 80.003 1614 1.09 34.728 187.65
103 -61 80.003 1618 1.0885 34.728 187.7
103 -61 80.003 1622 1.0837 34.728 187.77
103 -61 80.003 1626 1.0788 34.728 187.84
103 -61 80.003 1630 1.0745 34.727 187.79
103 -61 80.003 1634 1.0721 34.727 187.88
103 -61 80.003 1638 1.0709 34.727 187.9
103 -61 80.003 1642 1.0676 34.727 187.92
103 -61 80.003 1646 1.065 34.727 187.95
103 -61 80.003 1650 1.0607 34.727 187.97
103 -61 80.003 1654 1.0581 34.726 187.95
103 -61 80.003 1658 1.057 34.727 188.04
103 -61 80.003 1662 1.0529 34.726 187.99
103 -61 80.003 1666 1.0516 34.726 188.02
103 -61 80.003 1670 1.0509 34.726 188.04
103 -61 80.003 1674 1.0464 34.726 187.96
103 -61 80.003 1678 1.0402 34.725 188.06
103 -61 80.003 1682 1.0352 34.725 188.04
103 -61 80.003 1686 1.0258 34.724 188.09
103 -61 80.003 1690 1.0252 34.724 188.13
103 -61 80.003 1694 1.0189 34.724 188.17
103 -61 80.003 1698 1.012 34.724 188.18
103 -61 80.003 1702 1.0072 34.724 188.17
103 -61 80.003 1706 1.0052 34.723 188.3
103 -61 80.003 1710 1.0051 34.723 188.34
103 -61 80.003 1714 1.0051 34.723 188.38
103 -61 80.003 1718 1.0021 34.723 188.35
103 -61 80.003 1722 0.9994 34.723 188.26
103 -61 80.003 1726 0.9982 34.723 188.21
103 -61 80.003 1730 0.995 34.723 188.14
103 -61 80.003 1734 0.991 34.722 188.22
103 -61 80.003 1738 0.9865 34.722 188.17
103 -61 80.003 1742 0.9823 34.722 188.3
103 -61 80.003 1746 0.9803 34.722 188.25
103 -61 80.003 1750 0.9788 34.722 188.23
103 -61 80.003 1754 0.9738 34.721 188.36
103 -61 80.003 1758 0.9679 34.721 188.46
103 -61 80.003 1762 0.9632 34.721 188.49
103 -61 80.003 1766 0.9598 34.721 188.58
103 -61 80.003 1770 0.9572 34.721 188.61
103 -61 80.003 1774 0.9546 34.721 188.63
103 -61 80.003 1778 0.9522 34.72 188.64
103 -61 80.003 1782 0.9502 34.72 188.63
103 -61 80.003 1786 0.9416 34.72 188.67
103 -61 80.003 1790 0.9369 34.719 188.65
103 -61 80.003 1794 0.9321 34.719 188.71
103 -61 80.003 1798 0.9287 34.719 188.73
103 -61 80.003 1802 0.9266 34.719 188.81
103 -61 80.003 1806 0.9249 34.719 188.81
103 -61 80.003 1810 0.9221 34.719 188.8
103 -61 80.003 1814 0.9207 34.718 188.82
103 -61 80.003 1818 0.9153 34.718 188.8
103 -61 80.003 1822 0.9078 34.718 188.83
103 -61 80.003 1826 0.9003 34.717 188.87
103 -61 80.003 1830 0.9 34.717 188.89
103 -61 80.003 1834 0.8965 34.717 188.89
103 -61 80.003 1838 0.8915 34.717 188.88
103 -61 80.003 1842 0.8888 34.717 188.95
103 -61 80.003 1846 0.8874 34.717 189
103 -61 80.003 1850 0.8872 34.716 188.95
103 -61 80.003 1854 0.8859 34.716 188.95
103 -61 80.003 1858 0.8803 34.716 188.98
103 -61 80.003 1862 0.8755 34.716 189.01
103 -61 80.003 1866 0.8727 34.716 189.01
103 -61 80.003 1870 0.8704 34.715 189.02
103 -61 80.003 1874 0.8668 34.715 189.07
103 -61 80.003 1878 0.8645 34.715 189.06
103 -61 80.003 1882 0.8594 34.715 189.09
103 -61 80.003 1886 0.8574 34.715 189.12
103 -61 80.003 1890 0.8556 34.715 189.08
103 -61 80.003 1894 0.8512 34.714 189.06
103 -61 80.003 1898 0.8473 34.714 189.06
103 -61 80.003 1902 0.8442 34.714 189.11
103 -61 80.003 1906 0.8432 34.714 189.09
103 -61 80.003 1910 0.8389 34.714 189.11
103 -61 80.003 1914 0.835 34.713 189.13
103 -61 80.003 1918 0.8306 34.713 189.19
103 -61 80.003 1922 0.8286 34.713 189.22
103 -61 80.003 1926 0.8249 34.713 189.26
103 -61 80.003 1930 0.8216 34.713 189.32
103 -61 80.003 1934 0.8174 34.712 189.34
103 -61 80.003 1938 0.8144 34.712 189.34
103 -61 80.003 1942 0.811 34.712 189.4
103 -61 80.003 1946 0.8081 34.712 189.35
103 -61 80.003 1950 0.8023 34.711 189.46
103 -61 80.003 1954 0.799 34.711 189.5
103 -61 80.003 1958 0.7954 34.711 189.43
103 -61 80.003 1962 0.7901 34.711 189.54
103 -61 80.003 1966 0.787 34.711 189.53
103 -61 80.003 1970 0.7841 34.711 189.57
103 -61 80.003 1974 0.7796 34.71 189.59
103 -61 80.003 1978 0.7776 34.71 189.64
103 -61 80.003 1982 0.7742 34.71 189.67
103 -61 80.003 1986 0.7731 34.71 189.63
103 -61 80.003 1990 0.7682 34.71 189.69
103 -61 80.003 1994 0.7626 34.709 189.71
103 -61 80.003 1998 0.7593 34.709 189.71
103 -61 80.003 2002 0.7572 34.709 189.71
103 -61 80.003 2006 0.7545 34.709 189.83
103 -61 80.003 2010 0.7507 34.709 189.8
103 -61 80.003 2014 0.7461 34.708 189.84
103 -61 80.003 2018 0.7425 34.708 189.89
103 -61 80.003 2022 0.7388 34.708 189.87
103 -61 80.003 2026 0.7377 34.708 189.93
103 -61 80.003 2030 0.7361 34.708 190.03
103 -61 80.003 2034 0.7346 34.708 189.99
103 -61 80.003 2038 0.733 34.708 190.03
103 -61 80.003 2042 0.732 34.708 190.09
103 -61 80.003 2046 0.7287 34.707 190.1
103 -61 80.003 2050 0.723 34.707 190.06
103 -61 80.003 2054 0.7156 34.707 190.13
103 -61 80.003 2058 0.7152 34.707 190.17
103 -61 80.003 2062 0.7116 34.706 190.19
103 -61 80.003 2066 0.7086 34.706 190.2
103 -61 80.003 2070 0.706 34.706 190.24
103 -61 80.003 2074 0.7035 34.706 190.29
103 -61 80.003 2078 0.7004 34.706 190.33
103 -61 80.003 2082 0.6981 34.706 190.33
103 -61 80.003 2086 0.695 34.706 190.34
103 -61 80.003 2090 0.6905 34.705 190.43
103 -61 80.003 2094 0.6893 34.705 190.4
103 -61 80.003 2098 0.6867 34.705 190.46
103 -61 80.003 2102 0.6856 34.705 190.49
103 -61 80.003 2106 0.6822 34.705 190.53
103 -61 80.003 2110 0.6781 34.705 190.57
103 -61 80.003 2114 0.6765 34.705 190.63
103 -61 80.003 2118 0.6735 34.704 190.61
103 -61 80.003 2122 0.6706 34.704 190.63
103 -61 80.003 2126 0.6663 34.704 190.71
103 -61 80.003 2130 0.6624 34.704 190.65
103 -61 80.003 2134 0.6606 34.704 190.69
103 -61 80.003 2138 0.6575 34.703 190.76
103 -61 80.003 2142 0.6551 34.703 190.75
103 -61 80.003 2146 0.6541 34.703 190.82
103 -61 80.003 2150 0.6502 34.703 190.85
103 -61 80.003 2154 0.6472 34.703 190.9
103 -61 80.003 2158 0.6443 34.703 190.86
103 -61 80.003 2162 0.6425 34.703 190.9
103 -61 80.003 2166 0.6408 34.703 190.94
103 -61 80.003 2170 0.6373 34.702 190.95
103 -61 80.003 2174 0.6337 34.702 190.99
103 -61 80.003 2178 0.6326 34.702 191.08
103 -61 80.003 2182 0.6305 34.702 191.12
103 -61 80.003 2186 0.6292 34.702 191.09
103 -61 80.003 2190 0.6278 34.702 191.17
103 -61 80.003 2194 0.6249 34.702 191.2
103 -61 80.003 2198 0.6212 34.702 191.19
103 -61 80.003 2202 0.6188 34.701 191.16
103 -61 80.003 2206 0.6172 34.701 191.13
103 -61 80.003 2210 0.6161 34.701 191.21
103 -61 80.003 2214 0.6157 34.701 191.24
103 -61 80.003 2218 0.6136 34.701 191.22
103 -61 80.003 2222 0.6126 34.701 191.27
103 -61 80.003 2226 0.6085 34.701 191.3
103 -61 80.003 2230 0.6056 34.7 191.32
103 -61 80.003 2234 0.6047 34.7 191.32
103 -61 80.003 2238 0.6016 34.7 191.41
103 -61 80.003 2242 0.5981 34.7 191.35
103 -61 80.003 2246 0.5967 34.7 191.43
103 -61 80.003 2250 0.5949 34.7 191.49
103 -61 80.003 2254 0.5936 34.7 191.51
103 -61 80.003 2258 0.5899 34.7 191.46
103 -61 80.003 2262 0.5872 34.7 191.49
103 -61 80.003 2266 0.5841 34.699 191.51
103 -61 80.003 2270 0.5834 34.699 191.56
103 -61 80.003 2274 0.5823 34.699 191.54
103 -61 80.003 2278 0.5793 34.699 191.58
